0	Z IY R OW
DIJYE	D IH JH AY
DIKHA	D IH K AH
DIKHAVAY	D IH K AE V EY IY
DIKHAYA	D IH K EY AH
DIKHAYE	D IH K EY
DIKHAYEN	D IH K EY AH N
DIKHAYI	D IH K EY IY
DIKHLA	D IH K L AH
DIKHNE	D IH K N
DIL	D IH L
DILBARDASHTAH	D IH L B AH R D AE SH T AH
DILCHASPI	D IH L CH AE S IY
DILFAREB	D IH L F AH R AH B
DILIVERY	D AY L AH V EH R IY
DILJOI	D IH L JH OY
DILKHARASH	D IH L K AH R AH SH
DILLY	D IH L IY
DILNASHEEN	D IH L N AE SH IY AH N
DILON	D IH L AH N
DILRON	D IH L R AH N
DILRUBA	D IH L R UW B AH
DILSHAAD	D IH L SH AH D
DILSOZI	D IH L S AH Z IY
DILWAUN	D IH L W AH N
DIMAAGH	D IH M AH
DIMAGHI	D IH M AH IY
DIMAND	D IH M AH N D
DIN	D IH N
DINN	D IH N
DINO	D IY N OW
DINOSAURS	D AY N AH S AO R Z
DINOUN	D AH N AW N
DIPLOMACY	D IH P L OW M AH S IY
DIRECT	D ER EH K T
DIRECT(2)	D AY R EH K T
DIRECT(3)	D IH R EH K T
DIRECTOR	D ER EH K T ER
DIRECTOR(2)	D AY R EH K T ER
DIRECTOR(3)	D IY R EH K T ER
DIRECTOR(4)	D IH R EH K T ER
DIRHAM	D IH R AH M
DISASTER	D IH Z AE S T ER
DISCHARGE	D IH S CH AA R JH
DISCOVERY	D IH S K AH V ER IY
DISCOVERY(2)	D IH S K AH V R IY
DISTRICT	D IH S T R IH K T
DIVISION	D IH V IH ZH AH N
DIVISIONAL	D IH V IH ZH AH N AH L
DIYA	D AY AY AH
DIYE	D AY AY
DO	D UW
DOBAARA	D AA B AH R AH
DOBARA	D AA B AH R AH
DOCHAR	D UW CH AA R
DOCTOR	D AA K T ER
DOCTOR(2)	D AO K T ER
DODHEL	D AA D HH AH L
DODIYAN	D OW D IY AY AH N
DODRON	D AA D R AH N
DOEM	D OW AH M
DOESNT	D OW AH Z N T
DOG	D AO G
DOGANA	D AA G AH N AH
DOGAR	D AO G ER
DOGHLA	D AA L AH
DOGHLI	D AA L IY
DOGJLE	D AA G AH L
DOHRAANE	D AA R AH N
DOHRAYA	D AA R EY AH
DOJE	D OW JH
DOL	D AA L
DOLLAR	D AA L ER
DOLLAR(2)	D AO L ER
DOMAIN	D OW M EY N
DOMESTIC	D AH M EH S T IH K
DON	D AA N
DONERS	D AA N ER Z
DONO	D OW N OW
DONT	D AA N T
DOOB	D UW B
DOOBHAR	D UW B AH R
DOODH	D UW D
DOODHIYA	D UW D HH IY AY AH
DOODIYA	D UW D IY AY AH
DOOR	D AO R
DOORBEEN	D OW R B IY AH N
DOORRAS	D UH R AH Z
DOOSRI	D UW Z R IY
DOOSRON	D UW Z R AH N
DOPEHAR	D AA P AH AH R
DORAAN	D AO R EY AH N
DORAH	D AO R AH
DORANAY	D AH R AE N EY IY
DORANIYE	D AH R EY N IY AY
DOREN	D AO R AH N
DOREY	D AO R IY
DORNE	D AO R N
DOSHEEZA	D AH SH IY Z AH
DOSRA	D AA Z R AH
DOSRAY	D UW Z R EY
DOST	D AA S T
DOSTI	D AA S T IY
DOT	D AA T
DOTS	D AA T S
DOUBLE	D AH B AH L
DOUN	D AW N
DOWN	D AW N
DOZAKH	D AA Z AH K
DRAAMDAT	D R AA M D AH T
DRAMA	D R AA M AH
DRAONI	D R EY AH N IY
DRAWING	D R AO IH NG
DRILL	D R IH L
DRIVING	D R AY V IH NG
DROP	D R AA P
DROP(2)	D R AO P
DRUSTAGI	D R AH S T AH JH IY
DUA	D Y UW AH
DUAIYA	D Y UW EY AY AH
DUAON	D Y UW EY AH N
DUAYEN	D Y UW EY AH N
DUGNA	D AH G N AH
DUKH	D AH K
DUKHEN	D AH K AH N
DUKHI	D AH K IY
DUKHON	D AH K AH N
DUKHTAR	D AH K T AH R
DULHA	D AH L HH AH
DULHAN	D AH L AH N
DUM	D AH M
DUN	D AH N
DUNG	D AH NG
DUNIYA	D Y UW N IY AY AH
DUNIYAVI	D Y UW N IY AY AH V IY
DUNYA	D Y UW N AY AH
DUR	D AH R
DUROOOD	D Y UH R UW AH D
DURUST	D Y UH R AH S T
DUS	D AH Z
DUSHMAN	D AH SH M AH N
DUSHWAAR	D AH SH W EY AH R
DUSRAY	D AH Z R EY IY
DUTCH	D AH CH
DYOMALAIN	D AY AA M AH L EY N
E	IY
E	IY
EAANAT	IY AH N AH T
EACH	IY CH
EAGLES	IY G AH L Z
EASE	IY Z
EASIER	IY Z IY ER
EASY	IY Z IY
EDHAWCK	EH D HH AH K
EDUCATION	EH JH AH K EY SH AH N
EDUCATION(2)	EH JH Y UW K EY SH AH N
EE	IY
EEDEN	IY D AH N
EEFA	IY F AH
EENDHAN	IY N D AH N
EESAAR	IY S EY AH R
EFFECT	IH F EH K T
EFFECT(2)	IY F EH K T
EFFECT(3)	AH F EH K T
EFFORT	EH F ER T
EHAL	EH AH L
EHLE	EH L
EHLIYA	AH L IY AY AH
EHSAAN	EH S EY AH N
EHSAAS	EH S AH Z
EHTIJAJ	EH T AH JH AH JH
EID	AY D
EIGHT	EY T
EIGHTEEN	EY T IY N
EIGHTY	EY T IY
EIK	IY K
EJAZ	EH JH AH Z
EJAZ	EH JH AH Z
EK	EH K
EK(2)	IY K EY
EKI	EH K IY
ELCHI	EH L CH IY
ELECTION	IH L EH K SH AH N
ELECTRONICS	IH L EH K T R AA N IH K S
ELEMENTARY	EH L AH M EH N T R IY
ELEMENTARY(2)	EH L AH M EH N T ER R IY
ELEMENTARY(3)	EH L AH M EH N CH R IY
ELEVEN	IH L EH V AH N
ELEVEN(2)	IY L EH V AH N
EMAIL	IY M EY L
EMBASSY	EH M B AH S IY
EMERGENCY	IH M ER JH AH N S IY
EMERGENCY(2)	IY M ER JH AH N S IY
EMERGENGY	AH M AH R JH EH N JH IY
END	EH N D
ENGINE	EH N JH AH N
ENGINE(2)	IH N JH AH N
ENGINE	EH N JH AH N
ENGINE(2)	IH N JH AH N
ENGINEER	EH N JH AH N IH R
ENGLISH	IH NG G L IH SH
ENGLISH(2)	IH NG L IH SH
ENGRO	IH N G R OW
ENIHSAAR	AH N IH S EY AH R
ENLISH	EH N L AH SH
ENOUGH	IH N AH F
ENOUGH(2)	IY N AH F
EONE	IY OW N
EQAAN	EH K EY AH N
EQUITY	EH K W AH T IY
EUROPEAN	Y UH R AH P IY AH N
EUROPI	Y UW R AH P IY
EVENING	IY V N IH NG
EVENT	IH V EH N T
EVENT(2)	IY V EH N T
EVERYBODY	EH V R IY B AA D IY
EVERYONE	EH V R IY W AH N
EWAAN	Y UW EY AH N
EXAMINER	IH G Z AE M AH N ER
EXAMPLE	IH G Z AE M P AH L
EXCELLENT	EH K S AH L AH N T
EXCHANGE	IH K S CH EY N JH
EXCLUSIV	IH K S L UW S AH V
EXCLUSIVE	IH K S K L UW S IH V
EXCUSES	IH K S K Y UW S IH Z
EXCUSES(2)	IH K S K Y UW Z IH Z
EXECUTIVE	IH G Z EH K Y AH T IH V
EXIT	EH G Z IH T
EXIT(2)	EH K S AH T
EXTRA	EH K S T R AH
EYRI	EY R IY
F	EH F
F	EH F
FAAL	F AA L
FAASH	F AA SH
FABRICS	F AE B R IH K S
FACEBOOK	F EY S B UH K
FAIDA	F EY D AH
FAIRY	F EH R IY
FAISLA	F EY Z L AH
FAISLAY	F EY Z L EY
FAISLON	F EY Z L AH N
FAITH	F EY TH
FAIZ	F EY Z
FAIZ	F EY Z
FAIZAN	F EY AY Z AH N
FAJAR	F EY JH AH R
FAJIR	F AE JH AH R
FAKAR	F EY K ER
FAKHAR	F AE K AH R
FAKHRA	F AE K R AH
FALAK	F AE L AH K
FALALAIN	F AE L AH L EY N
FALAN	F EY L AH N
FALL	F AO L
FALL(2)	F AA L
FALSAFAY	F AE L S AE F EY IY
FAME	F EY M
FAMILY	F AE M AH L IY
FAMILY(2)	F AE M L IY
FAMILYOF	F AH M IH L AY AH F
FAMOUS	F EY M AH S
FAN	F AE N
FAOGH	F EY OW
FAQEER	F AH K IH R
FARAGH	F AE R AH
FARAHAM	F AA R AH HH AE M
FARAHUM	F AA R AH HH AH M
FARAIZ	F AH R EY Z
FARAWAN	F AA R AH W AA N
FAREB	F AE R AH B
FAREEQAIN	F AE R AH K EY N
FARIGH	F AE R IY
FARIQ	F AE R AH K
FARKHANDA	F AA R K AE N D AH
FARKHI	F AA R K IY
FARM	F AA R M
FARMAA	F AA R M AH
FARMAAYA	F AA R M AA AY AH
FARMAIYE	F AA R M EY AY
FARMAYA	F AA R M EY AH
FAROGDASHT	F AH R AA G D AH SH T
FAROKHT	F AE R AH K T
FAROOQ	F AE R AH K
FAROSH	F AE R AH SH
FARSI	F AA R S IY
FARSOODA	F AA R S UW D AH
FARWAYEN	F AA R W EY AH N
FARZ	F AA R Z
FASAL	F EY Z AH L
FASHION	F AE SH AH N
FASLEIN	F AE Z L IY N
FASLEN	F AE Z L AH N
FAST	F AE S T
FAT	F AE T
FATA	F AA T AH
FATAHYAAB	F AH T AE HH AY AH B
FAUG	F AO G
FAUGON	F AO G AH N
FAUJ	F AO JH
FAUJDARI	F AO JH D AH R IY
FAUJEIN	F AH JH IY N
FAUJION	F AO JH AH N
FAURI	F AO R IY
FAVOURITE	F EY V ER IH T
FAWAID	F AO EY D
FAYAZ	F EY AH Z
FAYAZI	F EY AH Z IY
FAZAL	F EY Z AH L
FAZEELAT	F EY Z IY L AH T
FEATURE	F IY CH ER
FEBRUARY	F EH B Y AH W EH R IY
FEBRUARY(2)	F EH B R UW EH R IY
FEDERAL	F EH D ER AH L
FEDERAL(2)	F EH D R AH L
FEDERATION	F EH D ER EY SH AH N
FEEDR	F IY D R
FEES	F IY Z
FEESAD	F IY S AE D
FEESEN	F IY S EH N
FEESON	F IY S AH N
FEHASH	F EH HH AH SH
FEHRIST	F EH R AH S T
FELLEN	F EH L AH N
FELLOW	F EH L OW
FEROZAN	F EH R AH Z AH N
FESLA	F EH Z L AH
FEW	F Y UW
FEY	F EY
FHRSTIN	F HH R S T IH N
FI	F AY
FI(2)	F IY
FIAN	F AY AH N
FIDA	F IH D AH
FIDRISHNZ	F IH D R AH SH N Z
FIELD	F IY L D
FIFTEEN	F IH F T IY N
FIFTY	F IH F T IY
FIGAAR	F IH G EY AH R
FIKAR	F AY K AH R
FIKRO	F IH K R OW
FIKRON	F IH K R AH N
FILM	F IH L M
FILMON	F IH L M AO N
FILSAAZ	F IH L S AH Z
FINALLY	F AY N AH L IY
FINANCE	F AH N AE N S
FINANCE(2)	F IH N AE N S
FINANCE(3)	F AY N AE N S
FIQHI	F IH K IY
FIQRE	F IH K R
FIRDOUS	F AH R D AH S
FIRE	F AY ER
FIRE(2)	F AY R
FIRQA	F AH R K AH
FIRST	F ER S T
FIRT	F AH R T
FISHAAR	F IH SH EY AH R
FISHER	F IH SH ER
FISHING	F IH SH IH NG
FITNESS	F IH T N AH S
FIVE	F AY V
FLAG	F L AE G
FLESH	F L EH SH
FLETCHER	F L EH CH ER
FLOOD	F L AH D
FLOOR	F L AO R
FLU	F L UW
FOAM	F OW M
FOCUS	F OW K AH S
FOCUS(2)	F OW K IH S
FOLAD	F AA L AH D
FOLDER	F OW L D ER
FOLLOWAN	F AA L OW AH N
FOOD	F UW D
FOOL	F UW L
FOOT	F UH T
FOQIAT	F AA K IY AH T
FOR	F AO R
FOR(2)	F ER
FOR(3)	F R ER
FORAN	F AO R AH N
FORCE	F AO R S
FORCED	F AO R S T
FOREST	F AO R AH S T
FOREST(2)	F AO R IH S T
FOREX	F AO R EH K S
FORGET	F ER G EH T
FORGET(2)	F AO R G EH T
FORMULAY	F AO R M Y AH L AH IY
FORTY	F AO R T IY
FORUM	F AO R AH M
FORWARD	F AO R W ER D
FOSTER	F AA S T ER
FOUJI	F AW JH IY
FOUNATION	F AW N EY SH AH N
FOUNTAIN	F AW N T AH N
FOUR	F AO R
FOURTEEN	F AO R T IY N
FRANCEESY	F R AE NG K IY Z IY
FRENCH	F R EH N CH
FRIEND	F R EH N D
FRIENDLY	F R EH N D L IY
FRIENDS	F R EH N D Z
FROM	F R AH M
FUGHAN	F AH AH N
FUJOOR	F Y UW JH OW AH R
FUN	F AH N
FUNDS	F AH N D Z
FUNGUS	F AH NG G AH S
FUNOON	F Y UW N UW N
FUQDAAN	F AH K D EY AH N
FURQAAN	F AH R K EY AH N
FUTURE	F Y UW CH ER
FUYUZ	F Y UW AY AH Z
FUZOOL	F Y UW Z UW L
G	JH IY
G	JH IY
G18	JH IY W AH N EY T
GA	G AA
GA(2)	JH IY EY
GA(3)	JH AO R JH AH
GAAF	G AA F
GAAM	G AA M
GAARI	G AA R IY
GADA	G AE D AH
GADGET	G AE JH AH T
GADHA	G AE D HH AH
GADHE	G AE D HH
GADHI	G AE D HH IY
GADHO	G AE D HH OW
GADRI	G AE D R IY
GAE	G AY
GAGE	G EY JH
GAGGAN	G AE G AH N
GAH	G AE
GAI	G EY
GAINI	G EY N IY
GAJJAR	G AE JH AH R
GALE	G EY L
GALLERY	G AE L ER IY
GALLIYON	G AE L IY IY AO N
GAME	G EY M
GAMES	G EY M Z
GAND	G AE N D
GANDUM	G AE N D AH M
GANGA	G AE N G AH
GANGOLI	G AE N G AH L IY
GANGS	G AE NG Z
GANGSTAR	G AE NG S T AA R
GAO	G EY OW
GAON	G EY AH N
GARAGE	G ER AA ZH
GARAJ	G AE R AH JH
GARAMJOSHI	G AH R AE M JH AH SH IY
GARAVARI	G AH R AE V AH R IY
GARBARH	G AA R B AH R
GARDAN	G AA R D AH N
GARDANI	G AA R D AH N IY
GARDISH	G AA R D AH SH
GARDOGHUBAR	G AA R D AH UW B AH R
GARDZI	G AA R D Z IY
GARGHARAHAT	G AH R AE R AH HH AH T
GARH	G AA R
GARHA	G AA R AH
GARHON	G AA R AH N
GARI	G AA R IY
GARIYAAN	G AH R IY AY EY AH N
GARLAND	G AA R L AH N D
GARMA	G AA R M AH
GARMI	G AA R M IY
GAROHON	G AE R AH HH AH N
GARVEEDA	G AA R V IY D AH
GASEIN	G EY S IY N
GASHT	G AE SH T
GASKE	G AE S
GATH	G AE TH
GATHA	G AE TH AH
GAY	G EY
GAYA	G EY AH
GAYARA	G EY AH R AH
GAYARAH	G EY AH R AH
GAYARHAVI	G EY AA R AH V IY
GAYE	G EY
GAYEEN	G EY IY AH N
GAYEN	G EY AH N
GAYEON	G EY IY AH N
GAYI	G EY IY
GAZ	G AA Z
GAZ(2)	G AE Z
GDRIE	G D R AY
GE	JH IY
GEAR	G IH R
GEEDAR	JH IY D AH R
GEER	G IH R
GEHAR	JH EH AH R
GEHMA	JH EH M AH
GEHMI	JH EH M IY
GEHRA	JH EH R AH
GEHRE	JH EH R
GEHUN	JH EH HH AH N
GENDE	JH EH N D
GENE	JH IY N
GENERAL	JH EH N ER AH L
GENERAL(2)	JH EH N R AH L
GENERATION	JH EH N ER EY SH AH N
GENERIC	JH AH N EH R IH K
GENUINE	JH EH N Y UW AH N
GENUINE(2)	JH EH N Y UW AY N
GEO	JH IY OW
GEOGRAPHY	JH IY AA G R AH F IY
GEOMETERY	JH IY AH M AH T EH R IY
GEORGE	JH AO R JH
GERMANY	JH ER M AH N IY
GET	G EH T
GET(2)	G IH T
GH	JH IY
GHA	G AA
GHAAO	G AA OW
GHAAS	G AA Z
GHABBAN	G AE B AH N
GHADDAR	G AE D AH R
GHADOOD	G AH D UW D
GHAEEN	G IY AH N
GHAFIL	G AE F AH L
GHAFLAT	G AE F L AH T
GHAGRA	G AE G R AH
GHAIB	G EY B
GHAIL	G EY L
GHAIN	G EY N
GHAIR	G AE AH R
GHAIRAT	G AE AH R AH T
GHAIRQANOONI	G AH AH R K AH N UW N IY
GHAIRRASMI	G AE AH R AE Z M IY
GHAIZ	G EY Z
GHALAT	G AE L AH T
GHALIB	G AE L AH B
GHAM	G AE M
GHAMBEER	G AE M B IH R
GHAMBIR	G AE M B AH R
GHANERI	G AE N AH R IY
GHANGHOR	G AE N AH R
GHANNI	G AE N IY
GHANTA	G AE N T AH
GHANTE	G AE N T
GHANTON	G AE N T AH N
GHAR	G AA R
GHARARE	G AE R AH R
GHAREEB	G AH R IY B
GHARELU	G AE R AH L UW
GHARI	G AE R IY
GHARIYON	G AH R IY AY AH N
GHARMIYON	G AA R M IY AY AH N
GHARON	G AE R AH N
GHARRIYAN	G AE R IY AY AH N
GHASAB	G AE S AH B
GHASEET	G EY S IY T
GHASHI	G AE SH IY
GHATA	G AE T AH
GHAUR	G AO R
GHAUZ	G AO Z
GHAYAB	G EY AH B
GHAYYUR	G EY AY AH R
GHAZAI	G AE Z EY
GHAZAL	G EY Z AH L
GHAZLEN	G AE Z L AH N
GHAZLIYAAT	G AE Z L IY AY AH T
GHAZLON	G AE Z L AH N
GHAZWAH	G AE Z W AH
GHEE	G IY
GHEREY	G IY R IY
GHESSU	G EH S UW
GHHOR	G HH AO R
GHILAAF	G IH L AH F
GHINA	G IH N AH
GHINAONA	G AH N EY AH N AH
GHINAONE	G IH N EY OW N
GHINN	G IH N
GHIRAO	G IH R EY OW
GHIRE	G AY R
GHISSA	G IH S AH
GHIYA	G AY AY AH
GHIZA	G IH Z AH
GHIZAON	G IH Z EY AH N
GHOGHA	G AA AH
GHOL	G AA L
GHOO	G UW
GHOOM	G UW M
GHOONGAT	G UW N G AH T
GHOONT	G UW N T
GHOOR	G OW AH R
GHOORNE	G UH R N
GHOOST	G UW S T
GHOR	G AO R
GHORAY	G AO R EY IY
GHOS	G AA Z
GHOT	G AA T
GHSE	G S IY
GHUBAR	G Y UW B AH R
GHUCHON	G AH CH AH N
GHUFOOR	G Y UW F OW AH R
GHUH	G UW
GHUL	G AH L
GHULAAM	G Y UW L AH M
GHULAIL	G Y UW L EY L
GHULLEN	G AH L AH N
GHUMMAN	G AH M AH N
GHUNGHROO	G AH N R UW
GHUNGREYALU	G AH N G R EY AH L UW
GHUNNA	G AH N AH
GHUNODGHI	G Y UW N AA JH HH IY
GHURIYA	G Y AH R IY AY AH
GHUSNA	G AH Z N AH
GHUSNAY	G AH Z N EY IY
GHUSS	G AH S
GHUTHLIAN	G AH TH L IY AH N
GI	JH IY
GIDH	JH IH D
GIFT	G IH F T
GIGA	JH IH G AH
GILLANI	JH IH L AH N IY
GINVATE	JH IH N V EY T
GIRA	JH IH R AH
GIRADAY	JH AH R AE D EY IY
GIRAFTAAR	JH AH R AE F T EY AH R
GIRAFTAR	JH AH R AE F T AH R
GIRAHA	JH IH R AH HH AH
GIRAN	JH AY R AH N
GIRANA	JH IH R AH N AH
GIRANKADDAR	JH AH R AE NG K AE D AH R
GIRGIRA	JH AH R JH AH R AH
GIRHEN	JH IH R AH N
GIRI	JH IH R IY
GIRL	G ER L
GIRLFRIEND	G ER L F R EH N D
GIRLS	G ER L Z
GIRNAY	JH AH R N EY IY
GIRUN	JH IH R AH N
GIVE	G IH V
GIYA	JH AY AY AH
GLACIER	G L EY SH ER
GLISHYR	G L IH SH AH R
GLOBLE	G L AA B AH L
GLOVES	G L AH V Z
GLYCERINE	G L IH S AH R AH N
GO	G OW
GOAT	G OW T
GOBAR	G AA B ER
GOD	G AA D
GODAAZ	G AA D AH Z
GODI	G OW D IY
GODOWN	G OW D AW N
GOH	G OW
GOHAR	G AA AH R
GOING	G OW IH NG
GOING(2)	G OW IH N
GOJAR	G OW JH AA R
GOL	G AA L
GOLAI	G AA L EY
GOLD	G OW L D
GOLDRWI	G OW L D R W IY
GOLF	G AA L F
GOLF(2)	G AO L F
GOLI	G OW L IY
GOLON	G AA L AH N
GOND	G AA N D
GONNA	G AA N AH
GOO	G UW
GOOD	G UH D
GOOD(2)	G IH D
GOOGLE	G UW G AH L
GOONDHEN	G UW N D AH N
GOONGE	G UW N JH
GOONJ	G UW N JH
GOREY	G AO R IY
GORILLA	G ER IH L AH
GOSHA	G OW SH AH
GOSHE	G AA SH
GOSHON	G AA SH AH N
GOSHT	G AA SH T
GOSHWARA	G AA SH W AH R AH
GOT	G AA T
GOTHON	G OW TH AO N
GOVERNANCE	G AH V ER N AH N S
GOVERNMENT	G AH V ER N M AH N T
GOVERNOR	G AH V ER N ER
GOWN	G AW N
GOYA	G OY AH
GOZRI	G AA Z R IY
GRADE	G R EY D
GRADUATION	G R AE JH UW EY SH AH N
GRADUATION(2)	G R AE JH AH W EY SH AH N
GRAMOPHONE	G R AE M AH F OW N
GREAT	G R EY T
GROH	G R OW
GROUND	G R AW N D
GROUP	G R UW P
GROWTH	G R OW TH
GTHRHI	G TH R IY
GUARDS	G AA R D Z
GUCHE	G AH CH
GUDDA	G AH D AH
GUFTAGU	G AH F T AE G Y UW
GUH	G UW
GUID	G UW D
GUINESE	G UW N IY Z
GUJJAR	G AH JH AH R
GUJRAATI	G AH JH R AH T IY
GUL	G AH L
GULDASTA	G AH L D AE S T AH
GULEHRI	G Y UW L AH R IY
GULREZ	G AH L R AH Z
GULSHAN	G AH L SH AH N
GULSITAN	G AH L S AH T AH N
GUM	G AH M
GUMSHUDAA	G AH M SH UW D AH
GUN	G AH N
GUNAHGAAR	G Y UW N AE G EY AH R
GUNAHON	G Y UW N AH HH AH N
GUNJELAQ	G AH N JH AH L AH K
GUNNAH	G AH N AH
GUNNAHON	G AH N AH HH AH N
GURAIZ	G Y AH R EY Z
GURBAT	G AH R B AH T
GURGA	G AH R G AH
GURGE	G AH R JH
GURGEY	G AH R JH IY
GURIYA	G Y AH R IY AY AH
GUSTAAKHI	G AH S T AA K IY
GUTHI	G AH TH IY
GUTHIYAN	G AH TH IY AY AH N
GUTHLI	G AH TH L IY
GUYS	G AY Z
GUZAARNE	G Y UW Z AH R N
GUZAARUN	G Y UW Z AH R AH N
GUZAR	G Y UW Z AH R
GUZARTA	G Y UW Z AA R T AH
GUZARUN	G Y UW Z AH R AH N
GUZASHTA	G Y UW Z AE SH T AH
GUZEEN	G Y UW Z IY AH N
GUZEER	G Y UW Z IH R
GUZISHTA	G Y UW Z IH SH T AH
GUZRAY	G AH Z R EY IY
GUZRI	G AH Z R IY
GYA	JH AY AH
GYARA	JH AY AH R AH
GYARWIEN	JH AY AA R W IY AH N
GYMKHANH	JH IH M K AH N
H	EY CH
H	EY CH
HA	HH AA
HAADSE	HH AA D S
HAAFIZ	HH AA F AH Z
HAAJI	HH AA JH IY
HAAL	HH EY AH L
HAAR	HH AA R
HAASIL	HH AA S AH L
HAATH	HH AA TH
HAAVY	HH AA V IY
HAAZRI	HH AA Z R IY
HABHA	HH AE B HH AH
HABIB	HH AH B IY B
HABS	HH AE B Z
HABSHI	HH AE B SH IY
HACKEL	HH AE K AH L
HAD	HH AE D
HADAYYAT	HH AH D EY AY AH T
HADD	HH AE D
HADDI	HH AE D IY
HADEES	HH EY D IY Z
HADSATI	HH AE D S AH T IY
HAE	HH IY
HAFEEZ	HH EY F IY Z
HAFIZ	HH AE F AH Z
HAFTA	HH AE F T AH
HAFTE	HH AE F T
HAFZE	HH AE F Z
HAI	HH EY
HAIBAT	HH EY B AH T
HAIDER	HH EY D ER
HAIF	HH EY F
HAIL	HH EY L
HAIN	HH EY N
HAIR	HH EH R
HAIRAN	HH AE AH R AH N
HAIRAT	HH AE AH R AH T
HAISIYAT	HH EY S IY AY AH T
HAIZA	HH EY Z AH
HAJHOOM	HH AE JH HH UW M
HAJJ	HH AE JH
HAJJAJ	HH AE JH AH JH
HAJU	HH AE JH UW
HAJVERI	HH AE JH AH R IY
HALAANK	HH AE L AH NG K
HALAAT	HH AE L AH T
HALAF	HH AE L AH F
HALAK	HH AE L AH K
HALAT	HH AE L AH T
HALF	HH AE F
HALI	HH AE L IY
HALKI	HH AE L K IY
HALMET	HH AE L M AH T
HALN	HH AE L N
HALQA	HH AE L K AH
HAMAL	HH EY M AH L
HAMARA	HH AE M AH R AH
HAMARAY	HH AE M AH R EY
HAMAREY	HH AE M AH R IY
HAMEIN	HH EY M IY N
HAMESHA	HH AE M AH SH AH
HAMID	HH AH M IY D
HAMIL	HH AE M AH L
HAMLA	HH AE M L AH
HAMLE	HH EY M AH L
HAMLON	HH AE M L AH N
HAMRA	HH AE M R AH
HAMSHEERA	HH AE M SH AH R AH
HAMZA	HH AE M Z AH
HAMZAAD	HH AE M Z AH D
HAN	HH AA N
HAN(2)	HH AE N
HANEEF	HH EY N IY F
HANGAAMI	HH AE N G AH M IY
HANGER	HH AE NG ER
HANOOZ	HH AH N UW Z
HANSE	HH AE N S
HANSNE	HH AE N S N
HAOSNG	HH EY AH Z NG
HAQ	HH AE K
HAQEEQAT	HH AH K IY K AH T
HAQOOMAT	HH AH K UW M AH T
HAQOOQ	HH AE K AH K
HAR	HH AA R
HARA	HH EH R AH
HARASAN	HH AE R AH Z AH N
HARD	HH AA R D
HARDWARE	HH AA R D W EH R
HARE	HH EH R
HAREEFON	HH AH R IY F AH N
HARFON	HH AA R F AH N
HARGIZ	HH AA R JH AH Z
HARTAL	HH AA R T AH L
HARVERTER	HH AA R V AH R T AH R
HAS	HH AE Z
HAS(2)	HH AH Z
HASEEN	HH EY Z IY AH N
HASHIYE	HH AE SH IY AY
HASHMI	HH AE SH M IY
HASHMI(2)	HH AA SH M IY
HASHR	HH AE SH R
HASIL	HH AE S AH L
HASPANWI	HH AE S AE N W IY
HASWANI	HH AE S W AH N IY
HATANA	HH AE T AH N AH
HATH	HH AE TH
HATHELI	HH AE TH AH L IY
HATHEY	HH AE T HH EY
HATHON	HH AE TH AH N
HATHORAY	HH AH TH AO R EY IY
HATHYAAR	HH AH TH AY EY AH R
HAULNAAK	HH AO L N AH K
HAUZ	HH AO Z
HAVE	HH AE V
HAVEIDA	HH EY V EY D AH
HAVELY	HH EY V L IY
HAY	HH EY
HAYAT	HH EY AH T
HAYYAT	HH EY AY AH T
HAZAAR	HH AE Z EY AH R
HAZAN	HH EY Z AH N
HAZAR	HH EY Z ER
HAZARWEIN	HH AE Z AH R W IY N
HAZEEN	HH EY Z AH N
HAZIYANI	HH EY Z IY AY AH N IY
HAZMI	HH AE Z M IY
HAZOOR	HH AE Z OW AH R
HAZRAAT	HH AE Z R AH T
HAZRAT	HH AE Z R AH T
HE	HH IY
HEAD	HH EH D
HEADQUARTER	HH EH D K W AO R T ER
HEADQUARTER(2)	HH EH D K AO R T ER
HEALTH	HH EH L TH
HEAR	HH IY R
HEAVY	HH EH V IY
HEE	HH IY
HEECH	HH IY CH
HEENG	HH IY NG
HEIN	HH AY N
HELLO	HH AH L OW
HELLO(2)	HH EH L OW
HELLO	HH AH L OW
HELLO(2)	HH EH L OW
HELP	HH EH L P
HELPS	HH EH L P S
HER	HH ER
HERAAN	HH EH R EY AH N
HERE	HH IY R
HERION	HH IY R IY AH N
HERO	HH IH R OW
HERO(2)	HH IY R OW
HEROEN	HH IY R OW AH N
HESIYAT	HH IY S IY AY AH T
HEY	HH EY
HF	EY CH F
HI	HH AY
HIA	HH AY AH
HICHKICHAHAT	HH IH CH IH CH AH HH AH T
HIDAYAT	HH IH D EY AH T
HIFAZAT	HH IH F AH Z AH T
HIFZ	HH IH F Z
HIJAN	HH AY JH AH N
HIJJAY	HH IH JH EY IY
HIJJON	HH IH JH AH N
HIJOYA	HH IH JH OY AH
HIJR	HH IH JH R
HIJRA	HH IH JH R AH
HIJRAAN	HH IH JH R EY AH N
HIJRAT	HH IH JH R AH T
HIJRE	HH AY JH AH R
HIJRHON	HH IH JH R AH N
HIJRI	HH IH JH R IY
HIMAYAT	HH IH M EY AH T
HINDU	HH IH N D UW
HINDUO	HH IH N D Y UW OW
HINDUSTANI	HH IH N D AH S T AH N IY
HINSE	HH IH N S
HINSO	HH IH N S OW
HISA	HH IH S AH
HISAS	HH IH S AH Z
